fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,id
6.4,0.595,0.14,5.2,0.058,15,97,0.9951,3.38,0.36,9,Low,1282
7.2,0.2,0.61,16.2,0.043,14,103,0.9987,3.06,0.36,9.2,Low,1283
6.7,0.28,0.34,8.9,0.048,32,111,0.99455,3.25,0.54,11,High,1284
6.6,0.64,0.28,4.4,0.032,19,78,0.99036,3.11,0.62,12.9,Low,1285
5.8,0.19,0.25,10.8,0.042,33,124,0.99646,3.22,0.41,9.2,Low,1286
5.9,0.29,0.16,7.9,0.044,48,197,0.99512,3.21,0.36,9.4,Low,1287
8.2,0.28,0.42,1.8,0.031,30,93,0.9917,3.09,0.39,11.4,Low,1288
6.2,0.3,0.32,1.2,0.052,32,185,0.99266,3.28,0.44,10.1,Low,1289
8.3,0.14,0.36,8.8,0.026,13,60,0.9956,3.13,0.35,11.05,Low,1290
6.5,0.32,0.12,11.5,0.033,35,165,0.9974,3.22,0.32,9,Low,1291
7.1,0.23,0.39,13.7,0.058,26,172,0.99755,2.9,0.46,9,Low,1292
6.5,0.32,0.45,7.7,0.022,31,97,0.99134,3.2,0.7,12.7,High,1293
5.4,0.22,0.35,6.5,0.029,26,87,0.99092,3.29,0.44,12.5,High,1294
6.4,0.14,0.31,1.2,0.034,53,138,0.99084,3.38,0.35,11.5,High,1295
6.8,0.26,0.32,7,0.041,38,118,0.9939,3.25,0.52,10.8,Low,1296
6.4,0.28,0.19,5.4,0.042,67,181,0.99435,3.31,0.35,10.2,Low,1297
6.8,0.37,0.51,11.8,0.044,62,163,0.9976,3.19,0.44,8.8,Low,1298
7,0.22,0.26,1.1,0.037,20,71,0.9902,3.1,0.38,11.7,Low,1299
6,0.13,0.28,5.7,0.038,56,189.5,0.9948,3.59,0.43,10.6,High,1300
6.9,0.18,0.33,1,0.054,24,164,0.9926,3.42,0.51,10.5,Low,1301
5.2,0.335,0.2,1.7,0.033,17,74,0.99002,3.34,0.48,12.3,Low,1302
7.3,0.41,0.24,6.8,0.057,41,163,0.9949,3.2,0.41,9.9,Low,1303
6.4,0.32,0.26,7.9,0.05,53,180,0.99514,3.14,0.5,9.6,Low,1304
5.8,0.32,0.31,2.7,0.049,25,153,0.99067,3.44,0.73,12.2,High,1305
6.4,0.3,0.16,7.5,0.05,55,191,0.9959,3.17,0.49,9,Low,1306
6.4,0.23,0.35,10.3,0.042,54,140,0.9967,3.23,0.47,9.2,Low,1307
6,0.24,0.28,3.95,0.038,61,134,0.99146,3.3,0.54,11.3,High,1308
6.2,0.28,0.45,7.5,0.045,46,203,0.99573,3.26,0.46,9.2,Low,1309
6.9,0.19,0.49,6.6,0.036,49,172,0.9932,3.2,0.27,11.5,Low,1310
7.4,0.25,0.28,7.25,0.028,14,78,0.99238,2.94,0.37,11.5,High,1311
6.1,0.45,0.27,0.8,0.039,13,82,0.9927,3.23,0.32,9.5,Low,1312
6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,Low,1313
7.4,0.21,0.27,1.2,0.041,27,99,0.9927,3.19,0.33,9.8,Low,1314
6.6,0.24,0.35,7.7,0.031,36,135,0.9938,3.19,0.37,10.5,Low,1315
6.2,0.22,0.3,12.4,0.054,108,152,0.99728,3.1,0.47,9.5,Low,1316
6.4,0.31,0.4,6.4,0.039,39,191,0.99513,3.14,0.52,9.8,Low,1317
5.6,0.185,0.19,7.1,0.048,36,110,0.99438,3.26,0.41,9.5,Low,1318
6.6,0.22,0.35,1.4,0.05,23,83,0.99019,3.17,0.48,12,High,1319
6.8,0.22,0.35,17.5,0.039,38,153,0.9994,3.24,0.42,9,Low,1320
6.8,0.24,0.29,2,0.044,15,96,0.99232,3.23,0.64,10.4,High,1321
6.4,0.4,0.25,4.2,0.032,15,91,0.98988,3.26,0.52,13.1,Low,1322
6.9,0.16,0.3,9.6,0.057,50,185,0.9978,3.39,0.38,9.6,Low,1323
6.4,0.225,0.48,2.2,0.115,29,104,0.9918,3.24,0.58,12.1,Low,1324
6.4,0.24,0.23,7.3,0.069,31,157,0.9962,3.25,0.53,9.1,Low,1325
8.1,0.26,0.37,1.9,0.072,48,159,0.9949,3.37,0.7,10.9,Low,1326
6.8,0.23,0.39,16.1,0.053,71,194,0.9988,3.18,0.64,10.2,Low,1327
5.7,0.26,0.3,1.8,0.039,30,105,0.98995,3.48,0.52,12.5,High,1328
6.6,0.18,0.26,17.3,0.051,17,149,0.9984,3,0.43,9.4,Low,1329
6,0.31,0.27,2.3,0.042,19,120,0.98952,3.32,0.41,12.7,High,1330
6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7,Low,1331
7.1,0.18,0.42,1.4,0.045,47,157,0.9916,2.95,0.31,10.5,Low,1332
8.1,0.5,0.47,1.1,0.037,23,126,0.9938,3.21,0.42,10.9,Low,1333
9.4,0.17,0.55,1.6,0.049,14,94,0.9949,3.02,0.61,10.3,Low,1334
7.3,0.155,0.49,1.3,0.039,34,136,0.9926,3.14,0.77,10.5,Low,1335
6.6,0.34,0.2,1,0.053,26,112,0.99336,3.32,0.55,9.1,Low,1336
6.8,0.15,0.41,12.9,0.044,79.5,183,0.99742,3.24,0.78,10.2,Low,1337
6.3,0.19,0.32,2.8,0.046,18,80,0.99043,2.92,0.47,11.05,Low,1338
7.6,0.28,0.49,20.15,0.06,30,145,1.00196,3.01,0.44,8.5,Low,1339
6,0.2,0.33,1.1,0.039,45,126,0.99051,3.31,0.45,11.6,High,1340
6.2,0.36,0.45,10.4,0.06,22,184,0.99711,3.31,0.56,9.8,Low,1341
6.4,0.27,0.29,3.9,0.034,62,140,0.99237,3.1,0.59,11.1,Low,1342
7,0.3,0.28,2.2,0.042,21,177,0.99166,3.2,0.57,11.4,Low,1343
6,0.26,0.32,3.8,0.029,48,180,0.99011,3.15,0.34,12,Low,1344
7.7,0.25,0.49,2.5,0.047,31,169,0.99252,3.07,0.57,10.6,Low,1345
7.8,0.28,0.25,3.4,0.024,27,99,0.98959,2.98,0.37,13,Low,1346
8,0.17,0.29,2.4,0.029,52,119,0.98944,3.03,0.33,12.9,Low,1347
7.1,0.31,0.17,1,0.042,21,144,0.99304,3.13,0.4,9.6,Low,1348
7.6,0.23,0.29,8.6,0.053,65,146,0.9963,3.11,0.32,9.8,Low,1349
6.7,0.11,0.26,14.8,0.053,44,95,0.99676,3.2,0.35,9.8,Low,1350
7.1,0.26,0.32,14.45,0.074,29,107,0.998,2.96,0.42,9.2,Low,1351
6,0.28,0.34,1.6,0.119,33,104,0.9921,3.19,0.38,10.2,Low,1352
7.8,0.22,0.26,9,0.047,38,132,0.997,3.25,0.53,10.2,Low,1353
6,0.26,0.42,5.2,0.027,70,178,0.9914,3.4,0.4,12.3,High,1354
6.8,0.37,0.28,1.9,0.024,64,106,0.98993,3.45,0.6,12.6,High,1355
6.2,0.25,0.44,15.8,0.057,39,167,0.99804,3.14,0.51,9.2,Low,1356
6.8,0.19,0.71,17.5,0.042,21,114,0.99784,2.85,0.5,9.5,Low,1357
6.5,0.32,0.23,8.5,0.051,20,138,0.9943,3.03,0.42,10.7,Low,1358
7,0.13,0.37,12.85,0.042,36,105,0.99581,3.05,0.55,10.7,Low,1359
5.9,0.3,0.3,2,0.03,38,142,0.98892,3.41,0.41,12.9,High,1360
6.5,0.25,0.32,9.9,0.045,41,128,0.99636,3.18,0.52,9.6,Low,1361
8.6,0.485,0.29,4.1,0.026,19,101,0.9918,3.01,0.38,12.4,Low,1362
4.4,0.32,0.39,4.3,0.03,31,127,0.98904,3.46,0.36,12.8,High,1363
8.1,0.24,0.26,11,0.043,41,211,0.99676,3.11,0.49,10,Low,1364
6.5,0.19,0.1,1.3,0.046,23,107,0.9937,3.29,0.45,10,Low,1365
7,0.24,0.3,4.2,0.04,41,213,0.9927,3.28,0.49,11.8,Low,1366
6.2,0.22,0.2,20.8,0.035,58,184,1.00022,3.11,0.53,9,Low,1367
7.2,0.23,0.39,14.2,0.058,49,192,0.9979,2.98,0.48,9,High,1368
5.8,0.34,0.21,7.2,0.041,48,146,0.99441,3.16,0.49,9.8,Low,1369
4.9,0.335,0.14,1.3,0.036,69,168,0.99212,3.47,0.46,10.4666666666667,Low,1370
7.1,0.21,0.27,8.6,0.056,26,111,0.9956,2.95,0.52,9.5,Low,1371
6.5,0.08,0.33,1.9,0.028,23,93,0.991,3.34,0.7,12,High,1372
5.7,0.2,0.3,2.5,0.046,38,125,0.99276,3.34,0.5,9.9,Low,1373
5.6,0.35,0.14,5,0.046,48,198,0.9937,3.3,0.71,10.3,Low,1374
6.3,0.21,0.58,10,0.081,34,126,0.9962,2.95,0.46,8.9,Low,1375
7,0.27,0.36,20.7,0.045,45,170,1.001,3,0.45,8.8,Low,1376
6.9,0.25,0.35,9.2,0.034,42,150,0.9947,3.21,0.36,11.5,Low,1377
7.2,0.24,0.19,7.7,0.045,53,176,0.9958,3.17,0.38,9.5,Low,1378
7.2,0.2,0.28,1.6,0.028,13,168,0.99203,3.17,1.06,11.5,Low,1379
5.1,0.14,0.25,0.7,0.039,15,89,0.9919,3.22,0.43,9.2,Low,1380
7.8,0.28,0.34,1.6,0.028,32,118,0.9901,3,0.38,12.1,High,1381
8,0.34,0.49,9,0.033,39,180,0.9936,3.13,0.38,12.3,High,1382
6.3,0.26,0.29,2.2,0.043,35,175,0.9918,3.38,0.43,11.6,Low,1383
7.5,0.17,0.32,1.7,0.04,51,148,0.9916,3.21,0.44,11.5,High,1384
5.1,0.35,0.26,6.8,0.034,36,120,0.99188,3.38,0.4,11.5,Low,1385
6.4,0.25,0.74,7.8,0.045,52,209,0.9956,3.21,0.42,9.2,Low,1386
6.3,0.24,0.22,11.9,0.05,65,179,0.99659,3.06,0.58,9.3,Low,1387
7.8,0.27,0.35,1.2,0.05,36,140,0.99138,3.09,0.45,11.2,Low,1388
6,0.39,0.17,12,0.046,65,246,0.9976,3.15,0.38,9,Low,1389
7,0.16,0.32,8.3,0.045,38,126,0.9958,3.21,0.34,9.2,Low,1390
7.6,0.19,0.32,18.75,0.047,32,193,1.00014,3.1,0.5,9.3,High,1391
6.4,0.14,0.28,7.9,0.057,21,82,0.99425,3.26,0.36,10,Low,1392
7,0.3,0.51,13.6,0.05,40,168,0.9976,3.07,0.52,9.6,High,1393
6.2,0.15,0.27,11,0.035,46,116,0.99602,3.12,0.38,9.1,Low,1394
6.3,0.26,0.25,7.8,0.058,44,166,0.9961,3.24,0.41,9,Low,1395
6.4,0.25,0.53,6.6,0.038,59,234,0.9955,3.03,0.42,8.8,Low,1396
7.1,0.36,0.56,1.3,0.046,25,102,0.9923,3.24,0.33,10.5,Low,1397
6.9,0.21,0.24,1.8,0.021,17,80,0.98992,3.15,0.46,12.3,High,1398
6.5,0.33,0.38,2.5,0.047,30,148,0.98964,3.17,0.43,12.7,Low,1399
7.9,0.27,0.27,1.7,0.034,25,122,0.99088,2.97,0.51,11.9,Low,1400
7.1,0.36,0.4,1.95,0.033,26,118,0.98934,3.2,0.45,13.5,High,1401
5.8,0.3,0.38,4.9,0.039,22,86,0.98963,3.23,0.58,13.1,High,1402
7.1,0.25,0.25,1.6,0.046,50,181,0.9925,3.2,0.42,11,High,1403
6.5,0.33,0.3,3.8,0.036,34,88,0.99028,3.25,0.63,12.5,High,1404
8.1,0.28,0.4,6.9,0.05,30,97,0.9951,3.26,0.44,10.1,Low,1405
6.9,0.28,0.41,1.7,0.05,10,136,0.993,3.16,0.71,11.4,Low,1406
8.8,0.2,0.43,15,0.053,60,184,1.0008,3.28,0.79,8.8,Low,1407
6.4,0.17,0.27,9.9,0.047,26,101,0.99596,3.34,0.5,9.9,Low,1408
8.9,0.26,0.33,8.1,0.024,47,202,0.99558,3.13,0.46,10.8,Low,1409
8.8,0.19,0.3,5,0.028,34,120,0.99242,2.94,0.47,11.2,Low,1410
6,0.24,0.33,2.5,0.026,31,85,0.99014,3.13,0.5,11.3,High,1411
6,0.25,0.28,7.7,0.053,37,132,0.99489,3.06,0.5,9.4,Low,1412
6.7,0.28,0.31,7.4,0.041,7,81,0.99254,3.04,0.47,11.4,High,1413
7.4,0.33,0.26,15.6,0.049,67,210,0.99907,3.06,0.68,9.5,Low,1414
7.6,0.32,0.36,1.6,0.04,32,155,0.993,3.23,0.52,11.3,Low,1415
6.9,0.34,0.3,4.7,0.029,34,148,0.99165,3.36,0.49,12.3,High,1416
6.7,0.15,0.32,7.9,0.034,17,81,0.99512,3.29,0.31,10,Low,1417
7.8,0.25,0.37,1,0.043,10,80,0.99128,3.08,0.38,11.4,Low,1418
5.9,0.26,0.24,2.4,0.046,27,132,0.99234,3.63,0.73,11.3,Low,1419
7.3,0.25,0.36,2.1,0.034,30,177,0.99085,3.25,0.4,11.9,High,1420
7.4,0.18,0.36,13.1,0.056,72,163,1,3.42,0.35,9.1,Low,1421
9.8,0.44,0.4,2.8,0.036,35,167,0.9956,2.97,0.39,9.2,Low,1422
6.4,0.17,0.34,13.4,0.044,45,139,0.99752,3.06,0.43,9.1,Low,1423
6.4,0.15,0.44,1.2,0.043,67,150,0.9907,3.14,0.73,11.2,High,1424
7.1,0.26,0.49,2.2,0.032,31,113,0.9903,3.37,0.42,12.9,High,1425
7.1,0.37,0.67,10.5,0.045,49,155,0.9975,3.16,0.44,8.7,Low,1426
8.3,0.27,0.34,10.2,0.048,50,118,0.99716,3.18,0.51,10.3,Low,1427
6.3,0.26,0.21,4,0.03,24,125,0.9915,3.06,0.34,10.7,Low,1428
7.6,0.67,0.14,1.5,0.074,25,168,0.9937,3.05,0.51,9.3,Low,1429
7.7,0.44,0.24,11.2,0.031,41,167,0.9948,3.12,0.43,11.3,High,1430
6.5,0.35,0.28,12.4,0.051,86,213,0.9962,3.16,0.51,9.9,Low,1431
7.3,0.2,0.26,1.6,0.04,36,123,0.99238,3.34,0.44,10.8,Low,1432
6.4,0.22,0.34,1.4,0.023,56,115,0.98958,3.18,0.7,11.7,Low,1433
5.9,0.29,0.33,7.4,0.037,58,205,0.99495,3.26,0.41,9.6,Low,1434
6.2,0.15,0.49,0.9,0.033,17,51,0.9932,3.3,0.7,9.4,Low,1435
7.8,0.4,0.26,9.5,0.059,32,178,0.9955,3.04,0.43,10.9,Low,1436
6.1,0.25,0.48,15.8,0.052,25,94,0.99782,3.07,0.45,9.2,Low,1437
6.8,0.27,0.3,13,0.047,69,160,0.99705,3.16,0.5,9.6,Low,1438
6.8,0.21,0.37,7,0.038,27,107,0.99206,2.98,0.82,11.5,Low,1439
8.1,0.26,0.33,11.1,0.052,52.5,158,0.9976,3.03,0.49,10.2,High,1440
7.1,0.25,0.49,3,0.03,30,96,0.9903,3.13,0.39,12.3,High,1441
7.3,0.22,0.4,14.75,0.042,44.5,129.5,0.9998,3.36,0.41,9.1,High,1442
4.4,0.54,0.09,5.1,0.038,52,97,0.99022,3.41,0.4,12.2,High,1443
7.1,0.26,0.32,16.2,0.044,31,170,0.99644,3.17,0.37,11.2,Low,1444
6.6,0.26,0.22,18.15,0.05,23,139,0.99904,3.06,0.5,9.2,Low,1445
7.1,0.44,0.37,2.7,0.041,35,128,0.9896,3.07,0.43,13.5,High,1446
6.6,0.17,0.26,7.4,0.052,45,128,0.99388,3.16,0.37,10,Low,1447
6.6,0.31,0.49,7.7,0.05,52,220,0.9964,3.12,0.45,8.8,Low,1448
7.7,0.28,0.58,12.1,0.046,60,177,0.9983,3.08,0.46,8.9,Low,1449
6.3,0.17,0.32,4.2,0.04,37,117,0.99182,3.24,0.43,11.3,Low,1450
5.4,0.17,0.27,2.7,0.049,28,104,0.99224,3.46,0.55,10.3,Low,1451
6.8,0.26,0.4,7.5,0.046,45,179,0.99583,3.2,0.49,9.3,Low,1452
7,0.24,0.3,6.7,0.039,37,125,0.99436,3.2,0.39,9.9,Low,1453
6.2,0.19,0.29,4.3,0.045,33,126,0.99658,3.18,0.42,9.3,Low,1454
7,0.14,0.32,9,0.039,54,141,0.9956,3.22,0.43,9.4,Low,1455
6.1,0.18,0.36,2,0.038,20,249.5,0.9923,3.37,0.79,11.3,Low,1456
6.3,0.28,0.29,6.8,0.051,40,143,0.99374,3.43,0.59,11,Low,1457
6.5,0.22,0.19,1.1,0.064,36,191,0.99297,3.05,0.5,9.5,Low,1458
7.7,0.3,0.32,1.6,0.037,23,124,0.9919,2.93,0.33,11,Low,1459
6.5,0.52,0.17,1.4,0.047,5,26,0.9932,3.26,0.32,10,Low,1460
6.7,0.21,0.34,1.5,0.035,45,123,0.98949,3.24,0.36,12.6,High,1461
6.2,0.24,0.28,12.2,0.049,54,133,0.9952,3.19,0.37,10.7,Low,1462
6.4,0.3,0.36,2,0.052,18,141,0.99273,3.38,0.53,10.5,Low,1463
7.8,0.42,0.23,8.8,0.054,42,215,0.9971,3.02,0.58,9.2,Low,1464
6.9,0.2,0.34,1.9,0.043,25,136,0.9935,3.31,0.6,10.1,Low,1465
6.2,0.21,0.34,6.6,0.03,36,91,0.9914,3.32,0.45,12.5,High,1466
6.6,0.2,0.14,4.4,0.184,35,168,0.99396,2.93,0.45,9.4,Low,1467
6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,Low,1468
6,0.29,0.41,10.8,0.048,55,149,0.9937,3.09,0.59,10.9666666666667,High,1469
7.4,0.3,0.32,1.7,0.03,23,128,0.9929,3.17,0.66,10.9,Low,1470
7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,High,1471
6.7,0.26,0.29,7.1,0.036,28,100,0.99534,3.08,0.36,9.3,Low,1472
8.3,0.36,0.57,15,0.052,35,256,1.0001,2.93,0.64,8.6,Low,1473
6,0.29,0.25,1.4,0.033,30,114,0.98794,3.08,0.43,13.2,Low,1474
6.7,0.18,0.3,6.4,0.048,40,251,0.9956,3.29,0.52,10,Low,1475
6.4,0.25,0.33,1.7,0.037,35,113,0.99164,3.23,0.66,10.6,Low,1476
7,0.21,0.28,8.7,0.045,37,222,0.9954,3.25,0.54,10.4,Low,1477
6.7,0.32,0.32,1.7,0.031,31,114,0.98946,3.12,0.35,12.5,Low,1478
5.9,0.12,0.28,1.4,0.037,36,83,0.99074,3.33,0.42,10.9,High,1479
6.5,0.24,0.28,1.1,0.034,26,83,0.98928,3.25,0.33,12.3,Low,1480
7.5,0.2,0.47,16.9,0.052,51,188,0.99944,3.09,0.62,9.3,Low,1481
6.1,0.32,0.33,10.7,0.036,27,98,0.99521,3.34,0.52,10.2,Low,1482
7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9,Low,1483
6.2,0.26,0.32,15.3,0.031,64,185,0.99835,3.31,0.61,9.4,Low,1484
8.5,0.21,0.26,9.25,0.034,73,142,0.9945,3.05,0.37,11.4,Low,1485
7.6,0.15,0.35,4.3,0.051,23,98,0.99422,3.1,0.44,9.5,Low,1486
7.3,0.36,0.34,14.8,0.057,46,173,0.99751,3.14,0.57,10.2,Low,1487
7,0.36,0.32,10.05,0.045,37,131,0.99352,3.09,0.33,11.7,High,1488
7.6,0.15,0.4,1.3,0.036,24,112,0.9932,3.14,0.76,10,Low,1489
7.4,0.24,0.42,14,0.066,48,198,0.9979,2.89,0.42,8.9,Low,1490
7.1,0.18,0.49,1.3,0.033,12,72,0.99072,3.05,0.53,11.3,High,1491
6.5,0.28,0.34,9.9,0.038,30,133,0.9954,3.11,0.44,9.8,Low,1492
6,0.22,0.23,5,0.045,10,122,0.99261,2.94,0.63,10,Low,1493
6.6,0.25,0.31,1.5,0.035,32,127,0.9921,3.41,0.47,11.3,Low,1494
6.5,0.36,0.38,10.2,0.028,20,82,0.99274,3.1,0.43,12.1,High,1495
7.3,0.24,0.39,17.95,0.057,45,149,0.9999,3.21,0.36,8.6,Low,1496
6,0.24,0.41,1.3,0.036,42,118,0.99018,3.04,0.64,11.7333333333333,Low,1497
6.5,0.21,0.4,7.3,0.041,49,115,0.99268,3.21,0.43,11,Low,1498
6.6,0.43,0.24,11.9,0.04,54,159,0.99622,3.14,0.54,9.8,Low,1499
7,0.17,0.37,1.5,0.028,26,75,0.9922,3.3,0.46,10.8,High,1500
6.2,0.36,0.14,8.9,0.036,38,155,0.99622,3.27,0.5,9.4,Low,1501
7.9,0.17,0.32,1.6,0.053,47,150,0.9948,3.29,0.76,9.6,Low,1502
7.4,0.35,0.24,6,0.042,28,123,0.99304,3.14,0.44,11.3,Low,1503
6.8,0.2,0.36,1.6,0.028,7,46,0.99175,3.21,0.6,10.9,Low,1504
5.5,0.24,0.45,1.7,0.046,22,113,0.99224,3.22,0.48,10,Low,1505
7.1,0.49,0.22,2,0.047,146.5,307.5,0.9924,3.24,0.37,11,Low,1506
6.6,0.32,0.33,2.5,0.052,40,210,0.99316,3.15,0.6,10,Low,1507
5,0.33,0.16,1.5,0.049,10,97,0.9917,3.48,0.44,10.7,Low,1508
7.1,0.64,0.49,1.8,0.05,17,128,0.9946,3.31,0.58,10.6,Low,1509
6.3,0.35,0.3,5.7,0.035,8,97,0.9927,3.27,0.41,11,High,1510
5.8,0.2,0.16,1.4,0.042,44,99,0.98912,3.23,0.37,12.2,Low,1511
6.4,0.18,0.28,17.05,0.047,53,139,0.99724,3.25,0.35,10.5,Low,1512
6.4,0.29,0.18,15,0.04,21,116,0.99736,3.14,0.5,9.2,Low,1513
6.6,0.38,0.36,9.2,0.061,42,214,0.9976,3.31,0.56,9.4,Low,1514
5,0.35,0.25,7.8,0.031,24,116,0.99241,3.39,0.4,11.3,Low,1515
6.9,0.25,0.34,1.3,0.035,27,82,0.99045,3.18,0.44,12.2,Low,1516
6.7,0.24,0.32,9,0.023,20,109,0.99262,3.34,0.35,12.6,Low,1517
7,0.13,0.37,12.85,0.042,36,105,0.99581,3.05,0.55,10.7,Low,1518
8.3,0.2,0.35,0.9,0.05,12,74,0.992,3.13,0.38,10.5,Low,1519
6.2,0.34,0.28,7.5,0.034,40,197,0.99485,3.14,0.6,9.7,Low,1520
6.4,0.14,0.31,1.2,0.034,53,138,0.99084,3.38,0.35,11.5,High,1521
6.6,0.22,0.37,1.6,0.04,31,101,0.99009,3.15,0.66,12,Low,1522
7,0.53,0.02,1,0.036,39,107,0.993,3.2,0.32,9,Low,1523
6.5,0.14,0.33,7.6,0.05,53,189,0.9966,3.25,0.49,8.6,Low,1524
6.8,0.36,0.32,1.6,0.039,10,124,0.9948,3.3,0.67,9.6,Low,1525
7.3,0.32,0.35,1.4,0.05,8,163,0.99244,3.24,0.42,10.7,Low,1526
7.6,0.48,0.28,10.4,0.049,57,205,0.99748,3.24,0.45,9.3,Low,1527
7.6,0.52,0.49,14,0.034,37,156,0.9958,3.14,0.38,11.8,High,1528
6.7,0.33,0.49,1.6,0.167,20,94,0.9914,3.11,0.5,11.4,Low,1529
6.4,0.22,0.3,11.2,0.046,53,149,0.99479,3.21,0.34,10.8,Low,1530
6.5,0.38,0.34,3.4,0.036,34,200,0.9937,3.14,0.76,10,Low,1531
5.1,0.33,0.27,6.7,0.022,44,129,0.99221,3.36,0.39,11,High,1532
6.8,0.26,0.29,11.9,0.052,54,160,0.99546,3.03,0.58,10.4,Low,1533
7.2,0.28,0.3,10.7,0.044,61,222,0.9972,3.14,0.5,9.1,Low,1534
6.6,0.36,0.47,1.4,0.145,26,124,0.99274,3.09,0.56,10.1,Low,1535
8.1,0.31,0.36,8.2,0.028,29,142,0.9925,3.01,0.34,13,High,1536
6.1,0.255,0.44,12.3,0.045,53,197,0.9967,3.24,0.54,9.5,Low,1537
6.1,0.23,0.45,10.6,0.094,49,169,0.99699,3.05,0.54,8.8,Low,1538
6.6,0.34,0.4,8.1,0.046,68,170,0.99494,3.15,0.5,9.53333333333333,Low,1539
7.1,0.32,0.29,4,0.038,33,170,0.99463,3.27,0.64,10.2,Low,1540
7.4,0.26,0.31,7.6,0.047,52,177,0.9962,3.13,0.45,8.9,Low,1541
7.6,0.345,0.26,1.9,0.043,15,134,0.9936,3.08,0.38,9.5,Low,1542
6.2,0.34,0.29,7.6,0.047,45,232,0.9955,3.35,0.62,10,Low,1543
6.2,0.2,0.25,15,0.055,8,120,0.99767,3.19,0.53,9.6,Low,1544
7.2,0.16,0.29,1,0.031,40,123,0.98958,3.12,0.4,12.1,High,1545
6.4,0.24,0.31,2.8,0.038,41,114,0.99155,3.37,0.66,11.7,High,1546
7.1,0.36,0.37,4.8,0.019,39,114,0.99036,3.08,0.49,12.7,High,1547
6,0.44,0.26,3.1,0.053,57,128,0.98982,3.22,0.39,12.7,Low,1548
6.9,0.26,0.31,7,0.039,37,175,0.99376,3.32,0.49,11.4,Low,1549
8.5,0.22,0.34,0.7,0.04,5,25,0.9918,3.04,0.37,10.5,Low,1550
5.6,0.13,0.27,4.8,0.028,22,104,0.9948,3.34,0.45,9.2,Low,1551
5.7,0.26,0.27,4.1,0.201,73.5,189.5,0.9942,3.27,0.38,9.4,Low,1552
7.2,0.21,0.41,1.3,0.036,33,85,0.992,3.17,0.51,10.4,Low,1553
6.2,0.32,0.45,2.9,0.029,37,94,0.98998,3.25,0.6,12.4,Low,1554
7.3,0.42,0.38,6.8,0.045,29,122,0.9925,3.19,0.37,12.6,High,1555
6.9,0.75,0.13,6.3,0.036,19,50,0.99312,3.09,0.25,11.1,Low,1556
8.2,0.2,0.38,3.5,0.053,41,174,0.99306,3.22,0.41,11.6,Low,1557
6.8,0.18,0.37,1.6,0.055,47,154,0.9934,3.08,0.45,9.1,Low,1558
6.7,0.25,0.13,1.2,0.041,81,174,0.992,3.14,0.42,9.8,Low,1559
5.2,0.31,0.2,2.4,0.027,27,117,0.98886,3.56,0.45,13,High,1560
7.2,0.08,0.49,1.3,0.05,18,148,0.9945,3.46,0.44,10.2,Low,1561
6.5,0.22,0.45,8,0.053,52,196,0.9959,3.23,0.48,9.1,Low,1562
6.6,0.32,0.26,7.7,0.054,56,209,0.9961,3.17,0.45,8.8,Low,1563
9.9,0.49,0.23,2.4,0.087,19,115,0.9948,2.77,0.44,9.4,Low,1564
5,0.33,0.18,4.6,0.032,40,124,0.99114,3.18,0.4,11,Low,1565
6.1,0.33,0.32,7.8,0.052,52,183,0.99657,3.39,0.65,9.5,Low,1566
6.5,0.2,0.31,2.1,0.033,32,95,0.989435,2.96,0.61,12,Low,1567
6.4,0.23,0.39,1.8,0.032,23,118,0.9912,3.32,0.5,11.8,Low,1568
8.6,0.18,0.4,1.1,0.04,20,107,0.9923,2.94,0.32,10.2,High,1569
6.5,0.37,0.33,3.5,0.036,23,92,0.99136,3.18,0.38,11.2,Low,1570
5.9,0.25,0.19,12.4,0.047,50,162,0.9973,3.35,0.38,9.5,Low,1571
8.5,0.25,0.31,2.8,0.032,11,61,0.99189,3.06,0.44,11.5,Low,1572
6.6,0.23,0.29,14.45,0.057,29,144,0.99756,3.33,0.54,10.2,Low,1573
8.4,0.22,0.3,1.3,0.038,45,122,0.99178,3.13,0.54,10.8,High,1574
10.3,0.17,0.47,1.4,0.037,5,33,0.9939,2.89,0.28,9.6,Low,1575
6.3,0.33,0.27,1.2,0.046,34,175,0.9934,3.37,0.54,9.4,Low,1576
6.9,0.42,0.2,15.4,0.043,57,201,0.99848,3.08,0.54,9.4,Low,1577
8.3,0.27,0.45,1.3,0.048,8,72,0.9944,3.08,0.61,10.3,Low,1578
6,0.41,0.23,1.1,0.066,22,148,0.99266,3.3,0.47,9.63333333333333,Low,1579
5.9,0.27,0.32,2,0.034,31,102,0.98952,3.16,0.56,12.3,Low,1580
7.5,0.33,0.28,4.9,0.042,21,155,0.99385,3.36,0.57,10.9,Low,1581
6.8,0.4,0.29,2.8,0.044,27,97,0.9904,3.12,0.42,11.2,Low,1582
